kind,hamming,id_a,title_a,url_a,id_b,title_b,url_b,same_service
city-variant-template,3,722,شركة عزل خزانات في عبري,https://rukn-eltatawer.com/om/tank-insulation-ibri/,720,شركة عزل خزانات في نزوى,https://rukn-eltatawer.com/om/tank-insulation-nizwa/,True
city-variant-template,4,730,شركة عزل حمامات في عبري,https://rukn-eltatawer.com/om/bathroom-insulation-ibri/,731,شركة عزل حمامات في الرستاق,https://rukn-eltatawer.com/om/bathroom-insulation-rustaq/,True
city-variant-template,5,675,شركة تركيب وصيانة أجهزة تبريد مياه الخزانات في الرستاق,https://rukn-eltatawer.com/om/tank-water-chiller-rustaq/,671,شركة تركيب وصيانة أجهزة تبريد مياه الخزانات في صحار,https://rukn-eltatawer.com/om/tank-water-chiller-sohar/,True
city-variant-template,5,776,شركة تبطين وصيانة خزانات مياه في نزوى,https://rukn-eltatawer.com/om/tank-lining-maintenance-nizwa/,780,شركة تبطين وصيانة خزانات مياه في البريمي,https://rukn-eltatawer.com/om/tank-lining-maintenance-al-buraimi/,True
city-variant-template,5,1491,حداد أبواب ونوافذ في الرستاق,https://rukn-eltatawer.com/om/blacksmith-doors-windows-rustaq/,1490,حداد أبواب ونوافذ في عبري,https://rukn-eltatawer.com/om/blacksmith-doors-windows-ibri/,True
city-variant-template,6,1676,شركة عزل ودهان أسطح في البريمي,https://rukn-eltatawer.com/om/roof-insulation-painting-al-buraimi/,1675,شركة عزل ودهان أسطح في الرستاق,https://rukn-eltatawer.com/om/roof-insulation-painting-rustaq/,True
city-variant-template,6,779,شركة تبطين وصيانة خزانات مياه في الرستاق,https://rukn-eltatawer.com/om/tank-lining-maintenance-rustaq/,776,شركة تبطين وصيانة خزانات مياه في نزوى,https://rukn-eltatawer.com/om/tank-lining-maintenance-nizwa/,True
city-variant-template,6,1682,شركة تشطيب ودهان فلل جديدة في عبري,https://rukn-eltatawer.com/om/new-villa-finishing-painting-ibri/,1680,شركة تشطيب ودهان فلل جديدة في نزوى,https://rukn-eltatawer.com/om/new-villa-finishing-painting-nizwa/,True
city-variant-template,6,5108,شركة عقود صيانة تكييف دورية في البريمي,https://rukn-eltatawer.com/om/ac-periodic-maintenance-contracts-al-buraimi/,5103,شركة عقود صيانة تكييف دورية في صحار,https://rukn-eltatawer.com/om/ac-periodic-maintenance-contracts-sohar/,True
city-variant-template,6,748,شركة عزل حراري في البريمي,https://rukn-eltatawer.com/om/thermal-insulation-al-buraimi/,743,شركة عزل حراري في صحار,https://rukn-eltatawer.com/om/thermal-insulation-sohar/,True
city-variant-template,6,573,شركة صيانة الأجهزة الكهربائية في مسقط,https://rukn-eltatawer.com/om/appliance-maintenance-muscat/,574,شركة صيانة الأجهزة الكهربائية في صلالة,https://rukn-eltatawer.com/om/appliance-maintenance-salalah/,True
city-variant-template,7,1524,فني تركيب أقمار صناعية في البريمي,https://rukn-eltatawer.com/om/satellite-tech-al-buraimi/,1523,فني تركيب أقمار صناعية في الرستاق,https://rukn-eltatawer.com/om/satellite-tech-rustaq/,True
city-variant-template,7,1772,شركة تركيب إنارة داخلية وخارجية في البريمي,https://rukn-eltatawer.com/om/indoor-outdoor-lighting-installation-al-buraimi/,1766,شركة تركيب إنارة داخلية وخارجية في صلالة,https://rukn-eltatawer.com/om/indoor-outdoor-lighting-installation-salalah/,True
city-variant-template,7,779,شركة تبطين وصيانة خزانات مياه في الرستاق,https://rukn-eltatawer.com/om/tank-lining-maintenance-rustaq/,780,شركة تبطين وصيانة خزانات مياه في البريمي,https://rukn-eltatawer.com/om/tank-lining-maintenance-al-buraimi/,True
city-variant-template,7,1300,شركة تركيب سخانات طاقة شمسية في البريمي,https://rukn-eltatawer.com/om/solar-water-heaters-al-buraimi/,1295,شركة تركيب سخانات طاقة شمسية في صحار,https://rukn-eltatawer.com/om/solar-water-heaters-sohar/,True
city-variant-template,7,1298,شركة تركيب سخانات طاقة شمسية في عبري,https://rukn-eltatawer.com/om/solar-water-heaters-ibri/,1293,شركة تركيب سخانات طاقة شمسية في مسقط,https://rukn-eltatawer.com/om/solar-water-heaters-muscat/,True
city-variant-template,7,712,شركة عزل أسطح في نزوى,https://rukn-eltatawer.com/om/roof-insulation-nizwa/,709,شركة عزل أسطح في مسقط,https://rukn-eltatawer.com/om/roof-insulation-muscat/,True
city-variant-template,7,1814,شركة كهربائي طوارئ 24 ساعة في صلالة,https://rukn-eltatawer.com/om/24h-emergency-electrician-salalah/,1816,شركة كهربائي طوارئ 24 ساعة في نزوى,https://rukn-eltatawer.com/om/24h-emergency-electrician-nizwa/,True
city-variant-template,8,1380,شركة مكافحة العقارب في البريمي,https://rukn-eltatawer.com/om/scorpion-control-al-buraimi/,1377,شركة مكافحة العقارب في صور,https://rukn-eltatawer.com/om/scorpion-control-sur/,True
city-variant-template,8,1516,فني تركيب دش في البريمي,https://rukn-eltatawer.com/om/sat-dish-tech-al-buraimi/,1511,فني تركيب دش في صحار,https://rukn-eltatawer.com/om/sat-dish-tech-sohar/,True
city-variant-template,8,716,شركة عزل أسطح في البريمي,https://rukn-eltatawer.com/om/roof-insulation-al-buraimi/,714,شركة عزل أسطح في عبري,https://rukn-eltatawer.com/om/roof-insulation-ibri/,True
city-variant-template,8,564,شركة صيانة أفران في البريمي,https://rukn-eltatawer.com/om/oven-maintenance-al-buraimi/,559,شركة صيانة أفران في صحار,https://rukn-eltatawer.com/om/oven-maintenance-sohar/,True
city-variant-template,8,788,شركة ترميم حمامات في البريمي,https://rukn-eltatawer.com/om/bathroom-renovation-al-buraimi/,784,شركة ترميم حمامات في نزوى,https://rukn-eltatawer.com/om/bathroom-renovation-nizwa/,True
city-variant-template,8,779,شركة تبطين وصيانة خزانات مياه في الرستاق,https://rukn-eltatawer.com/om/tank-lining-maintenance-rustaq/,773,شركة تبطين وصيانة خزانات مياه في مسقط,https://rukn-eltatawer.com/om/tank-lining-maintenance-muscat/,True
city-variant-template,8,776,شركة تبطين وصيانة خزانات مياه في نزوى,https://rukn-eltatawer.com/om/tank-lining-maintenance-nizwa/,774,شركة تبطين وصيانة خزانات مياه في صلالة,https://rukn-eltatawer.com/om/tank-lining-maintenance-salalah/,True
city-variant-template,8,776,شركة تبطين وصيانة خزانات مياه في نزوى,https://rukn-eltatawer.com/om/tank-lining-maintenance-nizwa/,773,شركة تبطين وصيانة خزانات مياه في مسقط,https://rukn-eltatawer.com/om/tank-lining-maintenance-muscat/,True
city-variant-template,8,608,شركة صيانة ميكروويف في نزوى,https://rukn-eltatawer.com/om/microwave-maintenance-nizwa/,605,شركة صيانة ميكروويف في مسقط,https://rukn-eltatawer.com/om/microwave-maintenance-muscat/,True
city-variant-template,8,115,شركة تنظيف مدارس وحضانات في صور,https://rukn-eltatawer.com/om/school-nursery-cleaning-sur/,112,شركة تنظيف مدارس وحضانات في صلالة,https://rukn-eltatawer.com/om/school-nursery-cleaning-salalah/,True
city-variant-template,8,1531,فني تركيب وصيانة تكييف في الرستاق,https://rukn-eltatawer.com/om/ac-tech-rustaq/,1528,فني تركيب وصيانة تكييف في نزوى,https://rukn-eltatawer.com/om/ac-tech-nizwa/,True
city-variant-template,8,529,شركة صيانة مسابح في صور,https://rukn-eltatawer.com/om/pool-maintenance-sur/,525,شركة صيانة مسابح في مسقط,https://rukn-eltatawer.com/om/pool-maintenance-muscat/,True
city-variant-template,8,1682,شركة تشطيب ودهان فلل جديدة في عبري,https://rukn-eltatawer.com/om/new-villa-finishing-painting-ibri/,1679,شركة تشطيب ودهان فلل جديدة في صحار,https://rukn-eltatawer.com/om/new-villa-finishing-painting-sohar/,True
city-variant-template,8,1679,شركة تشطيب ودهان فلل جديدة في صحار,https://rukn-eltatawer.com/om/new-villa-finishing-painting-sohar/,1680,شركة تشطيب ودهان فلل جديدة في نزوى,https://rukn-eltatawer.com/om/new-villa-finishing-painting-nizwa/,True
city-variant-template,8,197,شركة تنظيف موكيت في عبري,https://rukn-eltatawer.com/om/moquette-cleaning-ibri/,192,شركة تنظيف موكيت في مسقط,https://rukn-eltatawer.com/om/moquette-cleaning-muscat/,True
city-variant-template,8,1804,شركة صيانة مواسير صرف صحي في البريمي,https://rukn-eltatawer.com/om/drainage-pipe-maintenance-al-buraimi/,1798,شركة صيانة مواسير صرف صحي في صلالة,https://rukn-eltatawer.com/om/drainage-pipe-maintenance-salalah/,True
cross-service-duplicate,0,40,أعمال الكهرباء,https://rukn-eltatawer.com/om/services/electrical-works/,38,أعمال السباكة,https://rukn-eltatawer.com/om/services/plumbing/,False
cross-service-duplicate,4,510,شركة صيانة تكييف مركزي في صلالة,https://rukn-eltatawer.com/om/central-ac-maintenance-salalah/,5070,شركة صيانة دكتات التكييف في صلالة,https://rukn-eltatawer.com/om/ac-duct-maintenance-salalah/,False
cross-service-duplicate,4,46,الصبغ والدهانات,https://rukn-eltatawer.com/om/services/painting/,34,عزل الأسطح,https://rukn-eltatawer.com/om/services/roof-insulation/,False
cross-service-duplicate,5,1519,فني تركيب أقمار صناعية في صحار,https://rukn-eltatawer.com/om/satellite-tech-sohar/,1511,فني تركيب دش في صحار,https://rukn-eltatawer.com/om/sat-dish-tech-sohar/,False
cross-service-duplicate,5,581,شركة صيانة ثلاجات في مسقط,https://rukn-eltatawer.com/om/fridge-maintenance-muscat/,605,شركة صيانة ميكروويف في مسقط,https://rukn-eltatawer.com/om/microwave-maintenance-muscat/,False
cross-service-duplicate,5,588,شركة صيانة ثلاجات في البريمي,https://rukn-eltatawer.com/om/fridge-maintenance-al-buraimi/,607,شركة صيانة ميكروويف في صحار,https://rukn-eltatawer.com/om/microwave-maintenance-sohar/,False
cross-service-duplicate,6,601,شركة صيانة نشافات في صور,https://rukn-eltatawer.com/om/dryer-maintenance-sur/,591,شركة صيانة غسالات في صحار,https://rukn-eltatawer.com/om/washer-maintenance-sohar/,False
cross-service-duplicate,6,1232,شركة نقل أثاث داخلي في نزوى,https://rukn-eltatawer.com/om/indoor-moving-nizwa/,1280,شركة تخزين أثاث في نزوى,https://rukn-eltatawer.com/om/furniture-storage-nizwa/,False
cross-service-duplicate,6,1059,شركة بناء مطابخ خارجية في الرستاق,https://rukn-eltatawer.com/om/outdoor-kitchens-rustaq/,738,شركة عزل مطابخ في عبري,https://rukn-eltatawer.com/om/kitchen-insulation-ibri/,False
cross-service-duplicate,6,536,شركة صيانة مصاعد في نزوى,https://rukn-eltatawer.com/om/elevator-maintenance-nizwa/,504,شركة صيانة سباكة في نزوى,https://rukn-eltatawer.com/om/plumbing-maintenance-nizwa/,False
cross-service-duplicate,6,125,شركة تنظيف مستشفيات وعيادات في عبري,https://rukn-eltatawer.com/om/hospital-clinic-cleaning-ibri/,201,شركة تنظيف كنب في مسقط,https://rukn-eltatawer.com/om/sofa-cleaning-muscat/,False
cross-service-duplicate,6,776,شركة تبطين وصيانة خزانات مياه في نزوى,https://rukn-eltatawer.com/om/tank-lining-maintenance-nizwa/,1328,شركة مكافحة النمل الأبيض (الرمة) في نزوى,https://rukn-eltatawer.com/om/termite-control-nizwa/,False
cross-service-duplicate,6,141,شركة تنظيف مسابح في نزوى,https://rukn-eltatawer.com/om/pool-cleaning-nizwa/,720,شركة عزل خزانات في نزوى,https://rukn-eltatawer.com/om/tank-insulation-nizwa/,False
cross-service-duplicate,6,719,شركة عزل خزانات في صحار,https://rukn-eltatawer.com/om/tank-insulation-sohar/,709,شركة عزل أسطح في مسقط,https://rukn-eltatawer.com/om/roof-insulation-muscat/,False
